Erreferentz,CUSEC,Municipio,total_women
3965007,2001301004,Aretxabaleta,0.5
4165003,2001301004,Aretxabaleta,0.5
4165011,2001301004,Aretxabaleta,0.5
4165008,2001301004,Aretxabaleta,0.5
4165009,2001301004,Aretxabaleta,0.5
3965011,2001301004,Aretxabaleta,0.5
3965012,2001301004,Aretxabaleta,0.5
3964002,2001301004,Aretxabaleta,0.5
3964004,2001301004,Aretxabaleta,0.5
3964001,2001301004,Aretxabaleta,0.5
4063010,2001301004,Aretxabaleta,0.5
4063007,2001301004,Aretxabaleta,0.5
4063006,2001301004,Aretxabaleta,0.5
4063002,2001301004,Aretxabaleta,0.5
4063003,2001301004,Aretxabaleta,0.5
4163010,2001301004,Aretxabaleta,0.5
4163007,2001301004,Aretxabaleta,0.5
4163006,2001301004,Aretxabaleta,0.5
4262002,2001301004,Aretxabaleta,0.5
4260001,2001301004,Aretxabaleta,0.5
4260002,2001301004,Aretxabaleta,0.5
4260003,2001301004,Aretxabaleta,0.5
4164006,2001301004,Aretxabaleta,0.5
4164003,2001301004,Aretxabaleta,0.5
4164018,2001301004,Aretxabaleta,0.5
4164019,2001301004,Aretxabaleta,0.5
4163013,2001301004,Aretxabaleta,0.5
4163012,2001301004,Aretxabaleta,0.5
4064103,2001301004,Aretxabaleta,0.5
4064100,2001301004,Aretxabaleta,0.5
3966010,2001301004,Aretxabaleta,0.5
4064139,2001301003,Azpeitia,0.7
4063019,2001301004,Aretxabaleta,0.5
4064174,2001301004,Aretxabaleta,0.5
4064187,2001301004,Aretxabaleta,0.5
4064186,2001301004,Aretxabaleta,0.5
4064185,2001301004,Aretxabaleta,0.5
3964010,2001301004,Aretxabaleta,0.5
3964009,2001301004,Aretxabaleta,0.5
4064130,2001301003,Aretxabaleta,0.7
4064191,2001301003,Aretxabaleta,0.7
4064192,2001301003,Aretxabaleta,0.7
4064196,2001301003,Aretxabaleta,0.7
4065143,2001301002,Aretxabaleta,0.9
4065142,2001301002,Aretxabaleta,0.9
4065160,2001301002,Aretxabaleta,0.9
3964003,2001301004,Aretxabaleta,0.5
4064075,2001301002,Aretxabaleta,0.9
4064091,2001301002,Aretxabaleta,0.9
4064092,2001301002,Aretxabaleta,0.9
4064093,2001301002,Aretxabaleta,0.9
4064094,2001301002,Aretxabaleta,0.9
4064095,2001301002,Aretxabaleta,0.9
4064096,2001301002,Aretxabaleta,0.9
4064097,2001301002,Aretxabaleta,0.9
4064098,2001301002,Aretxabaleta,0.9
4064102,2001301002,Aretxabaleta,0.9
4064061,2001301002,Aretxabaleta,0.9
4064090,2001301002,Aretxabaleta,0.9
4064088,2001301002,Aretxabaleta,0.9
4064047,2001301002,Aretxabaleta,0.9
4065173,2001301001,Aretxabaleta,0.5
4065168,2001301001,Aretxabaleta,0.5
4065127,2001301002,Aretxabaleta,0.9
4065032,2001301001,Aretxabaleta,0.5
4065090,2001301001,Aretxabaleta,0.5
4065047,2001301001,Aretxabaleta,0.5
4064003,2001301004,Aretxabaleta,0.5
4064012,2001301004,Aretxabaleta,0.5
4064039,2001301004,Aretxabaleta,0.5
4064040,2001301004,Aretxabaleta,0.5
4065031,2001301001,Aretxabaleta,0.5
4065023,2001301002,Aretxabaleta,0.9
4065015,2001301002,Aretxabaleta,0.9
4065025,2001301002,Aretxabaleta,0.9
4065053,2001301001,Aretxabaleta,0.5
4065052,2001301001,Aretxabaleta,0.5
4065051,2001301001,Aretxabaleta,0.5
4065059,2001301001,Aretxabaleta,0.5
4065020,2001301001,Aretxabaleta,0.5
4065009,2001301001,Aretxabaleta,0.5
4065008,2001301001,Aretxabaleta,0.5
4065002,2001301001,Aretxabaleta,0.5
4065005,2001301001,Aretxabaleta,0.5
4064045,2001301004,Aretxabaleta,0.5
4064127,2001301003,Aretxabaleta,0.7
4065111,2001301001,Aretxabaleta,0.5
4065093,2001301001,Aretxabaleta,0.5
4065085,2001301001,Aretxabaleta,0.5
4064134,2001301004,Aretxabaleta,0.5
4064031,2001301003,Aretxabaleta,0.7
4064099,2001301003,Aretxabaleta,0.7
4064149,2001301003,Aretxabaleta,0.7
4064150,2001301003,Aretxabaleta,0.7
4064154,2001301003,Aretxabaleta,0.7
4064107,2001301003,Aretxabaleta,0.7
4064198,2001301003,Aretxabaleta,0.7
4064199,2001301003,Aretxabaleta,0.7
4064190,2001301003,Aretxabaleta,0.7
4064128,2001301003,Aretxabaleta,0.7
4065189,2001301001,Aretxabaleta,0.5
4065186,2001301001,Aretxabaleta,0.5
4064163,2001301004,Aretxabaleta,0.5
4064176,2001301004,Aretxabaleta,0.5
4064177,2001301004,Aretxabaleta,0.5
4064195,2001301003,Aretxabaleta,0.7
4065187,2001301001,Aretxabaleta,0.5
4065188,2001301001,Aretxabaleta,0.5
4065004,2001301001,Aretxabaleta,0.5
3966002,2001301004,Aretxabaleta,0.5
3966004,2001301004,Aretxabaleta,0.5
4162001,2001301004,Aretxabaleta,0.5
4064188,2001301004,Aretxabaleta,0.5
4065130,2001301002,Aretxabaleta,0.9
6768045,2004701001,Itsasondo,0.2
8895115,2006701018,Errenteria,0.3
8895110,2006701018,Errenteria,0.3
8895056,2006701018,Errenteria,0.3
8176022,2003101001,Elduain,0.1
6062067,2007001001,Segura,0.5
6062066,2007001001,Segura,0.5
6062065,2007001001,Segura,0.5
6162028,2007001001,Segura,0.5
6162027,2007001001,Segura,0.5
6162026,2007001001,Segura,0.5
6162025,2007001001,Segura,0.5
6162024,2007001001,Segura,0.5
6162060,2007001001,Segura,0.5
6162059,2007001001,Segura,0.5
6162058,2007001001,Segura,0.5
6162057,2007001001,Segura,0.5
6162044,2007001001,Segura,0.5
6162055,2007001001,Segura,0.5
6162052,2007001001,Segura,0.5
6062038,2007001001,Segura,0.5
6062025,2007001001,Segura,0.5
6062027,2007001001,Segura,0.5
6062029,2007001001,Segura,0.5
6062032,2007001001,Segura,0.5
6062033,2007001001,Segura,0.5
6062049,2007001001,Segura,0.5
6062036,2007001001,Segura,0.5
6062076,2007001001,Segura,0.5
6062034,2007001001,Segura,0.5
6062015,2007001001,Segura,0.5
6162051,2007001001,Segura,0.5
6162050,2007001001,Segura,0.5
6062021,2007001001,Segura,0.5
6062020,2007001001,Segura,0.5
6062019,2007001001,Segura,0.5
6062018,2007001001,Segura,0.5
6062017,2007001001,Segura,0.5
6062016,2007001001,Segura,0.5
6062050,2007001001,Segura,0.5
6062060,2007001001,Segura,0.5
6062059,2007001001,Segura,0.5
6062048,2007001001,Segura,0.5
6062057,2007001001,Segura,0.5
6062030,2007001001,Segura,0.5
6062055,2007001001,Segura,0.5
6062054,2007001001,Segura,0.5
6062053,2007001001,Segura,0.5
6062052,2007001001,Segura,0.5
6062051,2007001001,Segura,0.5
6162049,2007001001,Segura,0.5
6062058,2007001001,Segura,0.5
6162048,2007001001,Segura,0.5
6162046,2007001001,Segura,0.5
6162053,2007001001,Segura,0.5
6162066,2007001001,Segura,0.5
6162061,2007001001,Segura,0.5
6162062,2007001001,Segura,0.5
6162063,2007001001,Segura,0.5
6162064,2007001001,Segura,0.5
6162065,2007001001,Segura,0.5
6162033,2007001001,Segura,0.5
6162031,2007001001,Segura,0.5
6162054,2007001001,Segura,0.5
6162023,2007001001,Segura,0.5
6162098,2007001001,Segura,0.5
6163005,2007001001,Segura,0.5
6163007,2007001001,Segura,0.5
6061025,2007001001,Segura,0.5
6162093,2007001001,Segura,0.5
6162092,2007001001,Segura,0.5
6162091,2007001001,Segura,0.5
6162090,2007001001,Segura,0.5
6162056,2007001001,Segura,0.5
6162082,2007001001,Segura,0.5
6162085,2007001001,Segura,0.5
6062046,2007001001,Segura,0.5
6062045,2007001001,Segura,0.5
6161016,2007001001,Segura,0.5
6061016,2007001001,Segura,0.5
6061015,2007001001,Segura,0.5
6061014,2007001001,Segura,0.5
6061013,2007001001,Segura,0.5
6061028,2007001001,Segura,0.5
6061018,2007001001,Segura,0.5
6061019,2007001001,Segura,0.5
6061020,2007001001,Segura,0.5
6061021,2007001001,Segura,0.5
6061022,2007001001,Segura,0.5
6061037,2007001001,Segura,0.5
6061024,2007001001,Segura,0.5
6063018,2007001001,Segura,0.5
6062092,2007001001,Segura,0.5
6162009,2007001001,Segura,0.5
6062022,2007001001,Segura,0.5
6062089,2007001001,Segura,0.5
6062086,2007001001,Segura,0.5
6061049,2007001001,Segura,0.5
6061047,2007001001,Segura,0.5
5961007,2007001001,Segura,0.5
5961004,2007001001,Segura,0.5
6061035,2007001001,Segura,0.5
6061056,2007001001,Segura,0.5
6061062,2007001001,Segura,0.5
6061054,2007001001,Segura,0.5
5961014,2007001001,Segura,0.5
6061041,2007001001,Segura,0.5
6061046,2007001001,Segura,0.5
6161017,2007001001,Segura,0.5
6161005,2007001001,Segura,0.5
5960014,2007001001,Segura,0.5
5960015,2007001001,Segura,0.5
5961005,2007001001,Segura,0.5
6061048,2007001001,Segura,0.5
5960010,2007001001,Segura,0.5
5960013,2007001001,Segura,0.5
6059005,2007001001,Segura,0.5
6059006,2007001001,Segura,0.5
6059002,2007001001,Segura,0.5
6063015,2007001001,Segura,0.5
6063022,2007001001,Segura,0.5
6163010,2007001001,Segura,0.5
6061042,2007001001,Segura,0.5
6161022,2007001001,Segura,0.5
6063020,2007001001,Segura,0.5
6062062,2007001001,Segura,0.5
6161003,2007001001,Segura,0.5
6161010,2007001001,Segura,0.5
6161008,2007001001,Segura,0.5
6162103,2007001001,Segura,0.5
6062079,2007001001,Segura,0.5
6061032,2007001001,Segura,0.5
6062074,2007001001,Segura,0.5
6061030,2007001001,Segura,0.5
6162002,2007001001,Segura,0.5
6162001,2007001001,Segura,0.5
6162004,2007001001,Segura,0.5
6162069,2007001001,Segura,0.5
6162078,2007001001,Segura,0.5
6162076,2007001001,Segura,0.5
6161035,2007001001,Segura,0.5
6162079,2007001001,Segura,0.5
6062094,2007001001,Segura,0.5
6162130,2007001001,Segura,0.5
6666095,2004901003,Lazkao,0.8
6666078,2004901003,Lazkao,0.8
6667324,2007601006,Ordizia,0.7
8491177,2004001004,Hernani,0.7
8688031,2004001009,Hernani,0.2
8491130,2004001004,Hernani,0.7
8290102,2004001010,Hernani,0.4
8291033,2004001015,Hernani,0.6
8390199,2004001012,Hernani,0.4
7179003,2000601001,Alkiza,0.1
7380007,2000601001,Alkiza,0.1
9497046,2004504007,Irun,0.3
9497015,2004504007,Irun,0.3
8594015,2006907027,Donostia/San Sebastián,0.8
8997200,2005301002,Lezo,0.3
9097021,2005301003,Lezo,0.5
9097011,2005301003,Lezo,0.5
9298033,2005301003,Lezo,0.5
8997029,2005301004,Lezo,0.6
8491183,2004001004,Hernani,0.7
8491182,2004001004,Hernani,0.7
8491184,2004001004,Hernani,0.7
8688062,2004001009,Hernani,0.2
8688063,2004001009,Hernani,0.2
8086130,2000901008,Andoain,0.4
6178081,2001801008,Azpeitia,0.3
5980046,2001801007,Azpeitia,0.5
6178029,2001801008,Azpeitia,0.3
6178028,2001801008,Azpeitia,0.3
6178027,2001801008,Azpeitia,0.3
6178051,2001801008,Azpeitia,0.3
6080068,2001801007,Azpeitia,0.5
6181003,2001801007,Azpeitia,0.5
6180013,2001801007,Azpeitia,0.5
6180015,2001801007,Azpeitia,0.5
6180016,2001801007,Azpeitia,0.5
6180009,2001801007,Azpeitia,0.5
6180003,2001801007,Azpeitia,0.5
6379005,2001801007,Azpeitia,0.5
6379006,2001801007,Azpeitia,0.5
6379011,2001801007,Azpeitia,0.5
6279008,2001801007,Azpeitia,0.5
6279009,2001801007,Azpeitia,0.5
6280004,2001801007,Azpeitia,0.5
6277013,2001801008,Azpeitia,0.3
6277011,2001801008,Azpeitia,0.3
6179041,2001801007,Azpeitia,0.5
6080187,2001801004,Azpeitia,0.8
5881043,2001801007,Azpeitia,0.5
5881039,2001801007,Azpeitia,0.5
5881044,2001801007,Azpeitia,0.5
6080211,2001801004,Azpeitia,0.8
6080206,2001801004,Azpeitia,0.8
6080142,2001801004,Azpeitia,0.8
6080144,2001801004,Azpeitia,0.8
6080145,2001801004,Azpeitia,0.8
6180002,2001801007,Azpeitia,0.5
6178057,2001801008,Azpeitia,0.3
5980081,2001801007,Azpeitia,0.5
6178014,2001801008,Azpeitia,0.3
6079004,2001801007,Azpeitia,0.5
6080174,2001801004,Azpeitia,0.8
6079006,2001801007,Azpeitia,0.5
6079003,2001801007,Azpeitia,0.5
6078002,2001801007,Azpeitia,0.5
5979003,2001801007,Azpeitia,0.5
5978002,2001801007,Azpeitia,0.5
6080157,2001801004,Azpeitia,0.8
6080156,2001801004,Azpeitia,0.8
5979010,2001801007,Azpeitia,0.5
6080153,2001801004,Azpeitia,0.8
5979011,2001801007,Azpeitia,0.5
5979002,2001801007,Azpeitia,0.5
5980003,2001801007,Azpeitia,0.5
6080200,2001801004,Azpeitia,0.8
5980060,2001801009,Azpeitia,0.6
5980007,2001801009,Azpeitia,0.6
6179031,2001801007,Azpeitia,0.5
6179038,2001801007,Azpeitia,0.5
6179014,2001801008,Azpeitia,0.3
6280002,2001801007,Azpeitia,0.5
6280003,2001801007,Azpeitia,0.5
5981067,2001801006,Azpeitia,0.6
5981048,2001801006,Azpeitia,0.6
6178074,2001801008,Azpeitia,0.3
6275001,2001801008,Azpeitia,0.3
5980068,2001801007,Azpeitia,0.5
5981257,2001801009,Azpeitia,0.6
6080127,2001801007,Azpeitia,0.5
5978015,2001801007,Azpeitia,0.5
5978011,2001801007,Azpeitia,0.5
5878001,2001801007,Azpeitia,0.5
6076003,2001801008,Azpeitia,0.3
6078007,2001801007,Azpeitia,0.5
5875003,2001801008,Azpeitia,0.3
5875001,2001801008,Azpeitia,0.3
5875005,2001801008,Azpeitia,0.3
5978008,2001801007,Azpeitia,0.5
5878002,2001801007,Azpeitia,0.5
6077002,2001801008,Azpeitia,0.3
6077003,2001801008,Azpeitia,0.3
6078006,2001801008,Azpeitia,0.3
5875002,2001801008,Azpeitia,0.3
5976001,2001801008,Azpeitia,0.3
5976004,2001801008,Azpeitia,0.3
5875004,2001801008,Azpeitia,0.3
5880016,2001801007,Azpeitia,0.5
6080108,2001801004,Azpeitia,0.8
5980054,2001801007,Azpeitia,0.5
6080025,2001801004,Azpeitia,0.8
6080026,2001801004,Azpeitia,0.8
5980031,2001801007,Azpeitia,0.5
5980067,2001801007,Azpeitia,0.5
5980075,2001801007,Azpeitia,0.5
6178008,2001801008,Azpeitia,0.3
6178015,2001801008,Azpeitia,0.3
6179032,2001801007,Azpeitia,0.5
5981376,2001801006,Azpeitia,0.6
6279002,2001801007,Azpeitia,0.5
6081126,2001801004,Azpeitia,0.8
6081127,2001801004,Azpeitia,0.8
6081088,2001801004,Azpeitia,0.8
6081097,2001801004,Azpeitia,0.8
6080055,2001801007,Azpeitia,0.5
6178033,2001801008,Azpeitia,0.3
6081046,2001801004,Azpeitia,0.8
6078004,2001801007,Azpeitia,0.5
5980018,2001801007,Azpeitia,0.5
6279012,2001801008,Azpeitia,0.3
5980029,2001801007,Azpeitia,0.5
5780015,2001801007,Azpeitia,0.5
5780023,2001801007,Azpeitia,0.5
5780017,2001801007,Azpeitia,0.5
6080066,2001801004,Azpeitia,0.8
6379009,2001801007,Azpeitia,0.5
6378003,2001801007,Azpeitia,0.5
6178042,2001801008,Azpeitia,0.3
6178041,2001801008,Azpeitia,0.3
6178040,2001801008,Azpeitia,0.3
6178004,2001801008,Azpeitia,0.3
5978004,2001801007,Azpeitia,0.5
5978001,2001801007,Azpeitia,0.5
6379010,2001801007,Azpeitia,0.5
6770007,2004701001,Itsasondo,0.2
6768062,2004701001,Itsasondo,0.2
6768070,2004701001,Itsasondo,0.2
6769005,2004701001,Itsasondo,0.2
6675003,2002001001,Beizama,0.0
6375004,2002001001,Beizama,0.0
6675001,2002001001,Beizama,0.0
6667142,2007601002,Ordizia,0.4
6664065,2004901001,Lazkao,0.7
6765010,2004901003,Lazkao,0.8
6665027,2004901003,Lazkao,0.8
5680093,2001703001,Azkoitia,0.5
5680095,2001703001,Azkoitia,0.5
5680030,2001703001,Azkoitia,0.5
5680031,2001703001,Azkoitia,0.5
5680045,2001703001,Azkoitia,0.5
5680033,2001703001,Azkoitia,0.5
5680021,2001703001,Azkoitia,0.5
9297023,2005301003,Lezo,0.5
4167082,2005503002,Arrasate/Mondragón,0.4
5468011,2005101004,Legazpi,0.3
5367047,2005101004,Legazpi,0.3
5367017,2005101004,Legazpi,0.3
7990118,2090201011,Lasarte-Oria,0.7
8091206,2090201001,Lasarte-Oria,0.8
8090043,2090201010,Lasarte-Oria,0.5
8090044,2090201010,Lasarte-Oria,0.5
8090045,2090201010,Lasarte-Oria,0.5
8090052,2090201010,Lasarte-Oria,0.5
8090054,2090201010,Lasarte-Oria,0.5
8090055,2090201010,Lasarte-Oria,0.5
8091208,2090201001,Lasarte-Oria,0.8
8091151,2090201001,Lasarte-Oria,0.8
5368004,2005101004,Legazpi,0.3
5463036,2005101007,Legazpi,0.2
8395188,2006906016,Donostia/San Sebastián,0.8
6665168,2004901003,Lazkao,0.8
7575175,2007103002,Tolosa,0.5
7575174,2007103002,Tolosa,0.5
7575173,2007103002,Tolosa,0.5
7575172,2007103002,Tolosa,0.5
8086132,2000901008,Andoain,0.4
8086131,2000901008,Andoain,0.4
8086105,2000901008,Andoain,0.4
8195311,2006906017,Donostia/San Sebastián,0.4
8493003,2006906009,Donostia/San Sebastián,0.3
7985422,2000901008,Andoain,0.4
8092042,2006906013,Donostia/San Sebastián,0.5
8092047,2006906013,Donostia/San Sebastián,0.5
9294200,2006301004,Oiartzun,0.7
9294155,2006301004,Oiartzun,0.7
7681032,2007501002,Villabona,0.6
7781109,2007501002,Villabona,0.6
7883010,2007501003,Villabona,0.7
7783083,2007501003,Villabona,0.7
7782117,2007501003,Villabona,0.7
7782121,2007501003,Villabona,0.7
7882007,2007501003,Villabona,0.7
7882008,2007501003,Villabona,0.7
7882004,2007501003,Villabona,0.7
7581005,2007501001,Villabona,0.9
7781066,2007501003,Villabona,0.7
7781068,2007501003,Villabona,0.7
7781069,2007501003,Villabona,0.7
7781081,2007501003,Villabona,0.7
7781091,2007501003,Villabona,0.7
7881005,2007501003,Villabona,0.7
7781064,2007501002,Villabona,0.6
7881012,2007501003,Villabona,0.7
7880001,2007501003,Villabona,0.7
7881008,2007501003,Villabona,0.7
7881009,2007501003,Villabona,0.7
7880004,2007501003,Villabona,0.7
7883019,2007501003,Villabona,0.7
7781098,2007501003,Villabona,0.7
7781038,2007501003,Villabona,0.7
7882003,2007501003,Villabona,0.7
7191012,2001601002,Aia,0.3
7091052,2001601002,Aia,0.3
7091051,2001601002,Aia,0.3
7070007,2005201001,Legorreta,0.5
8688007,2004001009,Hernani,0.2
8688006,2004001009,Hernani,0.2
8688047,2004001009,Hernani,0.2
8688002,2004001009,Hernani,0.2
8688058,2004001009,Hernani,0.2
8688010,2004001009,Hernani,0.2
7873034,2005401001,Lizartza,0.2
7873008,2005401001,Lizartza,0.2
7873047,2005401001,Lizartza,0.2
7872079,2005401001,Lizartza,0.2
7773006,2005401001,Lizartza,0.2
7873045,2005401001,Lizartza,0.2
7873039,2005401001,Lizartza,0.2
7873006,2005401001,Lizartza,0.2
7873009,2005401001,Lizartza,0.2
7872051,2005401001,Lizartza,0.2
7873002,2005401001,Lizartza,0.2
7873016,2005401001,Lizartza,0.2
7873005,2005401001,Lizartza,0.2
7873014,2005401001,Lizartza,0.2
7872034,2005401001,Lizartza,0.2
7872043,2005401001,Lizartza,0.2
7872036,2005401001,Lizartza,0.2
7872035,2005401001,Lizartza,0.2
7872063,2005401001,Lizartza,0.2
7872065,2005401001,Lizartza,0.2
7872044,2005401001,Lizartza,0.2
7872072,2005401001,Lizartza,0.2
7872071,2005401001,Lizartza,0.2
7872070,2005401001,Lizartza,0.2
7872069,2005401001,Lizartza,0.2
7872068,2005401001,Lizartza,0.2
7872067,2005401001,Lizartza,0.2
7872054,2005401001,Lizartza,0.2
7872064,2005401001,Lizartza,0.2
7872074,2005401001,Lizartza,0.2
7872062,2005401001,Lizartza,0.2
7872061,2005401001,Lizartza,0.2
7872059,2005401001,Lizartza,0.2
7872042,2005401001,Lizartza,0.2
7872056,2005401001,Lizartza,0.2
7872055,2005401001,Lizartza,0.2
7872073,2005401001,Lizartza,0.2
7872005,2005401001,Lizartza,0.2
7872014,2005401001,Lizartza,0.2
7872003,2005401001,Lizartza,0.2
7872002,2005401001,Lizartza,0.2
7872004,2005401001,Lizartza,0.2
7872049,2005401001,Lizartza,0.2
7872031,2005401001,Lizartza,0.2
7872020,2005401001,Lizartza,0.2
7872018,2005401001,Lizartza,0.2
7872105,2005401001,Lizartza,0.2
7872101,2005401001,Lizartza,0.2
7872099,2005401001,Lizartza,0.2
7872098,2005401001,Lizartza,0.2
7872103,2005401001,Lizartza,0.2
7872097,2005401001,Lizartza,0.2
7872108,2005401001,Lizartza,0.2
7872096,2005401001,Lizartza,0.2
7872084,2005401001,Lizartza,0.2
7873027,2005401001,Lizartza,0.2
7873028,2005401001,Lizartza,0.2
7872078,2005401001,Lizartza,0.2
7872106,2005401001,Lizartza,0.2
7872107,2005401001,Lizartza,0.2
7872094,2005401001,Lizartza,0.2
7772001,2005401001,Lizartza,0.2
7872104,2005401001,Lizartza,0.2
7872057,2005401001,Lizartza,0.2
7872010,2005401001,Lizartza,0.2
7872009,2005401001,Lizartza,0.2
7872007,2005401001,Lizartza,0.2
7872006,2005401001,Lizartza,0.2
7872001,2005401001,Lizartza,0.2
7873046,2005401001,Lizartza,0.2
7873019,2005401001,Lizartza,0.2
7873013,2005401001,Lizartza,0.2
7873021,2005401001,Lizartza,0.2
7872048,2005401001,Lizartza,0.2
7872087,2005401001,Lizartza,0.2
7873012,2005401001,Lizartza,0.2
7872050,2005401001,Lizartza,0.2
7873004,2005401001,Lizartza,0.2
6576039,2002001001,Beizama,0.0
6576011,2002001001,Beizama,0.0
6376008,2002001001,Beizama,0.0
6376006,2002001001,Beizama,0.0
6377005,2002001001,Beizama,0.0
6576019,2002001001,Beizama,0.0
6576018,2002001001,Beizama,0.0
6576013,2002001001,Beizama,0.0
6475007,2002001001,Beizama,0.0
6476001,2002001001,Beizama,0.0
6576042,2002001001,Beizama,0.0
6576035,2002001001,Beizama,0.0
6475006,2002001001,Beizama,0.0
6576002,2002001001,Beizama,0.0
6574001,2002001001,Beizama,0.0
6578001,2002001001,Beizama,0.0
6674002,2002001001,Beizama,0.0
6576033,2002001001,Beizama,0.0
6376004,2002001001,Beizama,0.0
6576027,2002001001,Beizama,0.0
6576025,2002001001,Beizama,0.0
6576024,2002001001,Beizama,0.0
6576041,2002001001,Beizama,0.0
6576034,2002001001,Beizama,0.0
6376011,2002001001,Beizama,0.0
6377007,2002001001,Beizama,0.0
6576048,2002001001,Beizama,0.0
4065165,2001301001,Aretxabaleta,0.5
4065164,2001301001,Azpeitia,0.5
9798254,2004503010,Irun,0.6
5589004,2002902001,Deba,0.4
5592009,2002902001,Deba,0.4
5493009,2002902001,Deba,0.4
5394005,2002901001,Deba,0.7
5588007,2002902001,Deba,0.4
5488001,2002902001,Deba,0.4
5091001,2002901002,Deba,0.6
5191003,2002901002,Deba,0.6
7782171,2007501003,Villabona,0.7
7782172,2007501003,Villabona,0.7
7782173,2007501003,Villabona,0.7
7782174,2007501003,Villabona,0.7
7782175,2007501003,Villabona,0.7
7782176,2007501003,Villabona,0.7
7681021,2007501001,Villabona,0.9
7681022,2007501001,Villabona,0.9
7781031,2007501002,Villabona,0.6
7681029,2007501001,Villabona,0.9
7681023,2007501001,Villabona,0.9
7781090,2007501001,Villabona,0.9
7781099,2007501002,Villabona,0.6
7681043,2007501001,Villabona,0.9
7781061,2007501002,Villabona,0.6
7781033,2007501002,Villabona,0.6
7781014,2007501002,Villabona,0.6
7781004,2007501002,Villabona,0.6
7781055,2007501001,Villabona,0.9
7681040,2007501001,Villabona,0.9
7681041,2007501001,Villabona,0.9
7681042,2007501001,Villabona,0.9
7681049,2007501001,Villabona,0.9
7681052,2007501001,Villabona,0.9
7782147,2007501003,Villabona,0.7
7782133,2007501003,Villabona,0.7
7782132,2007501003,Villabona,0.7
7782085,2007501003,Villabona,0.7
7782111,2007501003,Villabona,0.7
7782122,2007501003,Villabona,0.7
7782134,2007501003,Villabona,0.7
7783081,2007501003,Villabona,0.7
7783078,2007501003,Villabona,0.7
7782014,2007501003,Villabona,0.7
7782017,2007501002,Villabona,0.6
7782016,2007501002,Villabona,0.6
7782005,2007501002,Villabona,0.6
7782003,2007501002,Villabona,0.6
7781041,2007501002,Villabona,0.6
7781046,2007501002,Villabona,0.6
7782126,2007501001,Villabona,0.9
7782125,2007501001,Villabona,0.9
7782028,2007501003,Villabona,0.7
7781108,2007501002,Villabona,0.6
7681044,2007501001,Villabona,0.9
7681036,2007501001,Villabona,0.9
7781032,2007501002,Villabona,0.6
7681014,2007501002,Villabona,0.6
7681013,2007501002,Villabona,0.6
7782097,2007501001,Villabona,0.9
7782075,2007501001,Villabona,0.9
7782108,2007501003,Villabona,0.7
7782139,2007501003,Villabona,0.7
7782140,2007501003,Villabona,0.7
7782141,2007501003,Villabona,0.7
7782142,2007501003,Villabona,0.7
7782143,2007501003,Villabona,0.7
7782144,2007501003,Villabona,0.7
7782158,2007501003,Villabona,0.7
7782146,2007501003,Villabona,0.7
7883005,2007501003,Villabona,0.7
7883006,2007501003,Villabona,0.7
7681030,2007501001,Villabona,0.9
7681057,2007501001,Villabona,0.9
7681039,2007501001,Villabona,0.9
7681037,2007501001,Villabona,0.9
7681035,2007501001,Villabona,0.9
7781076,2007501003,Villabona,0.7
7781012,2007501003,Villabona,0.7
7782180,2007501003,Villabona,0.7
7782148,2007501003,Villabona,0.7
7782149,2007501003,Villabona,0.7
7782150,2007501003,Villabona,0.7
7782151,2007501003,Villabona,0.7
7782187,2007501003,Villabona,0.7
7782178,2007501003,Villabona,0.7
7782189,2007501003,Villabona,0.7
7782154,2007501003,Villabona,0.7
7782155,2007501003,Villabona,0.7
7782156,2007501003,Villabona,0.7
7883017,2007501003,Villabona,0.7
7782182,2007501003,Villabona,0.7
7782115,2007501003,Villabona,0.7
7782119,2007501003,Villabona,0.7
7781086,2007501003,Villabona,0.7
7782004,2007501003,Villabona,0.7
7681033,2007501001,Villabona,0.9
7782012,2007501003,Villabona,0.7
7781100,2007501003,Villabona,0.7
7682170,2007501001,Villabona,0.9
7782051,2007501001,Villabona,0.9
7682171,2007501001,Villabona,0.9
7782062,2007501001,Villabona,0.9
7682172,2007501001,Villabona,0.9
7682173,2007501001,Villabona,0.9
7782053,2007501003,Villabona,0.7
7782050,2007501001,Villabona,0.9
7883021,2007501003,Villabona,0.7
7883009,2007501003,Villabona,0.7
7883011,2007501003,Villabona,0.7
7781096,2007501002,Villabona,0.6
7781097,2007501003,Villabona,0.7
7781036,2007501002,Villabona,0.6
7781082,2007501002,Villabona,0.6
7781058,2007501002,Villabona,0.6
7781057,2007501002,Villabona,0.6
7781019,2007501002,Villabona,0.6
7781027,2007501002,Villabona,0.6
7781005,2007501002,Villabona,0.6
7781003,2007501002,Villabona,0.6
7781051,2007501002,Villabona,0.6
7781063,2007501002,Villabona,0.6
7681038,2007501001,Villabona,0.9
7681048,2007501001,Villabona,0.9
7681053,2007501001,Villabona,0.9
7782037,2007501001,Villabona,0.9
7782054,2007501001,Villabona,0.9
7782029,2007501001,Villabona,0.9
7782030,2007501001,Villabona,0.9
7782031,2007501001,Villabona,0.9
7782032,2007501001,Villabona,0.9
7782033,2007501001,Villabona,0.9
7782044,2007501001,Villabona,0.9
7782042,2007501001,Villabona,0.9
7782043,2007501001,Villabona,0.9
7782034,2007501001,Villabona,0.9
7782006,2007501001,Villabona,0.9
7782009,2007501001,Villabona,0.9
7782010,2007501001,Villabona,0.9
