Referencia,biblioteca_walk,biblioteca_bike,biblioteca_car,biblioteca_pt,centros_salud_walk,centros_salud_bike,centros_salud_car,centros_salud_pt,farmacia_walk,farmacia_bike,farmacia_car,farmacia_pt,hospital_walk,hospital_bike,hospital_car,hospital_pt
7568006,45,22,9,54,72,35,15,59,44,21,9,40,407,196,38,104
7469003,32,15,6,43,59,28,11,47,31,15,6,28,395,190,35,92
7468025,32,15,6,43,60,29,11,47,31,15,6,29,395,190,35,92
7469009,31,15,6,19,58,28,11,7,30,14,6,20,393,189,35,52
7469010,32,15,6,43,60,29,11,47,31,15,6,29,395,190,35,92
7468008,31,15,6,19,58,28,11,7,30,14,6,20,393,189,35,52
7467047,28,13,18,55,79,38,33,61,27,13,18,25,391,188,57,107
7467059,9,4,2,44,81,39,15,51,8,4,2,7,372,179,39,96
7468027,32,15,6,43,60,29,11,47,31,15,6,29,395,190,35,92
7767004,102,49,19,107,130,62,24,111,102,49,19,92,515,248,51,156
7469017,37,18,7,48,51,25,10,47,37,18,7,33,388,186,33,92
7469018,32,15,6,43,59,28,11,47,31,15,6,28,395,190,35,92
7467019,12,6,14,40,77,37,30,47,11,5,14,10,375,180,54,92
7468026,33,16,6,44,60,29,11,48,32,15,6,29,396,190,35,93
7467017,13,6,14,41,78,37,30,47,12,6,14,11,375,180,53,93
7567003,42,20,20,62,81,39,35,67,41,20,20,38,405,195,59,112
7470002,73,35,14,62,64,31,12,56,63,30,12,84,400,193,36,101
7469007,40,19,7,50,68,33,13,54,39,19,7,36,403,194,36,99
7469005,36,18,7,47,64,31,12,51,36,17,7,32,399,192,36,96
7567002,42,20,20,62,81,39,35,66,41,20,20,37,404,194,59,111
7467044,20,10,13,47,85,41,29,54,19,9,13,17,382,184,52,99
7667002,70,34,13,77,97,47,18,81,69,33,13,63,433,208,42,126
7469016,32,15,6,43,59,28,11,47,31,15,6,28,395,190,35,92
7468024,34,16,7,44,61,29,12,48,33,16,7,30,396,190,36,93
7468034,33,16,6,44,60,29,11,48,32,15,6,29,396,190,35,93
7467020,28,13,18,55,79,38,33,61,27,13,18,25,391,188,57,107
7468001,25,12,5,52,70,34,13,57,24,11,5,22,387,186,37,102
7468013,23,11,4,50,69,33,13,55,22,11,4,20,386,185,36,100
7767003,102,49,19,107,130,62,24,111,102,49,19,92,515,248,51,156
7767005,102,49,19,107,130,62,24,111,102,49,19,92,515,248,51,156
7586001,50,24,10,46,75,36,9,68,73,35,8,67,203,97,26,95
7583042,28,14,5,26,32,15,5,29,30,14,5,27,233,112,22,61
7583023,45,22,6,41,39,19,6,35,44,21,6,54,240,116,23,66
7583005,28,14,5,26,32,15,5,29,30,14,5,27,233,112,22,61
7093009,17,8,7,32,19,9,8,32,16,8,8,34,232,112,22,74
7985200,2,1,0,1,8,4,2,6,2,1,1,1,157,75,14,35
7985137,0,0,1,0,7,3,3,6,2,1,1,1,157,75,15,35
7985166,2,1,1,2,7,3,3,6,3,1,1,2,155,75,15,34
8289136,8,4,1,7,5,2,1,4,4,2,1,4,89,43,10,35
8187047,23,11,3,22,25,12,3,22,18,9,2,18,116,56,12,36
8187061,24,12,3,21,27,13,3,21,20,9,2,17,118,57,12,35
8187049,23,11,3,21,26,12,3,21,19,9,2,17,117,56,12,35
8187057,23,11,3,21,26,12,3,22,19,9,2,17,117,56,12,35
8189016,10,5,1,9,7,3,1,6,6,3,1,5,93,45,11,36
4381408,7,3,3,6,4,2,2,4,3,2,1,1,20,10,6,17
4381230,8,4,3,7,5,3,1,5,3,1,2,2,21,10,5,18
4381457,7,3,3,6,5,2,2,4,4,2,1,2,20,10,6,17
4381241,7,4,3,7,5,2,1,4,2,1,2,2,21,10,5,17
7977141,13,6,1,12,71,34,7,62,11,5,1,10,306,147,32,105
7782073,3,2,3,3,1,0,1,1,1,1,4,2,222,107,17,33
7782084,2,1,2,2,4,2,1,4,2,1,1,1,225,108,18,36
7782083,1,0,2,1,3,1,1,3,1,0,1,1,224,108,18,35
7782137,2,1,2,2,3,2,1,3,0,0,1,0,225,108,18,35
7880002,31,15,6,28,32,15,5,29,25,12,5,23,250,120,21,57
7781073,16,8,4,14,17,8,3,15,12,6,3,11,239,115,19,44
7780001,42,20,11,39,44,21,11,40,35,17,10,31,266,128,26,68
7782112,2,1,2,2,4,2,1,4,2,1,1,1,225,108,18,36
7682167,5,2,0,5,7,3,1,7,5,2,2,4,228,110,18,38
6093187,20,10,3,18,11,5,2,10,10,5,3,9,260,125,24,44
6093038,20,10,3,18,11,5,2,10,10,5,3,9,260,125,24,44
6093178,20,10,4,18,11,5,3,10,10,5,2,9,260,125,26,44
6093129,20,10,3,18,11,5,2,10,10,5,3,9,260,125,24,44
6093041,17,8,3,15,8,4,2,7,6,3,3,6,257,124,24,41
6093035,20,10,3,18,10,5,2,10,9,4,1,9,260,125,26,44
6093039,16,8,3,15,7,3,2,6,7,3,3,6,256,123,24,42
6093037,17,8,3,15,7,4,2,7,6,3,1,6,258,124,26,41
6093055,16,8,3,15,7,3,2,6,7,3,3,6,256,123,24,42
6093036,20,10,3,18,10,5,2,9,9,4,1,8,260,125,26,43
4164011,33,16,7,30,32,15,6,44,30,14,7,27,85,41,12,63
4064044,7,3,3,6,5,3,3,21,3,1,2,2,63,30,11,38
4065176,5,2,2,4,2,1,2,18,3,1,2,3,60,29,10,36
4063005,27,13,5,24,26,12,4,38,20,10,4,18,81,39,11,49
3964008,18,9,4,16,16,8,4,31,14,7,3,12,73,35,10,43
4063004,28,13,5,25,27,13,4,39,21,10,3,19,82,39,11,50
3966008,40,19,9,34,38,18,9,48,39,19,9,33,56,27,17,51
3966012,37,18,9,31,35,17,9,45,36,17,9,30,58,28,17,52
4262001,55,26,10,50,54,26,10,64,52,25,10,47,107,52,16,78
4360001,126,60,38,113,125,60,38,127,121,58,38,109,149,71,36,137
4261001,145,70,50,131,145,70,49,143,141,68,50,127,148,71,47,136
4263016,53,25,10,48,52,25,10,62,50,24,10,45,105,51,16,76
4264003,39,19,7,36,39,19,6,50,38,18,6,34,71,34,12,63
4264004,41,20,7,37,40,19,6,51,39,19,6,36,72,35,12,64
4264006,46,22,7,42,45,22,6,57,43,21,7,40,77,37,12,70
4264008,34,16,7,31,33,16,6,45,31,15,7,29,87,42,12,64
4063018,37,18,5,33,36,17,5,48,30,15,5,28,92,44,11,52
4165004,16,8,2,14,15,7,1,29,14,7,1,13,65,31,8,48
4164001,27,13,6,25,26,13,5,39,25,12,6,22,80,38,11,58
4063011,31,15,10,28,30,14,10,27,31,15,7,28,91,44,15,59
4164017,28,13,5,25,27,13,5,40,25,12,5,23,81,39,11,59
4264002,39,19,7,36,39,19,6,50,38,18,6,34,71,34,12,63
4063009,34,16,7,31,33,16,6,45,28,13,6,25,88,43,13,56
4063008,30,15,5,28,30,14,4,42,24,11,4,22,85,41,11,52
4164002,31,15,5,28,30,14,5,42,29,14,5,26,65,31,11,57
4163005,45,22,13,41,44,21,12,55,39,19,13,35,99,48,18,66
4164016,27,13,5,25,27,13,5,39,25,12,5,23,80,39,11,58
4064168,14,7,4,13,13,6,3,27,8,4,2,7,70,34,9,36
4064023,15,7,4,14,14,7,3,28,10,5,3,9,71,34,10,39
4064183,14,7,4,12,12,6,4,27,9,4,3,8,69,33,10,40
4064022,14,7,4,13,13,6,4,28,9,5,3,9,70,34,10,39
4065121,0,0,0,0,3,1,1,17,2,1,1,2,58,28,10,37
4065065,2,1,1,2,2,1,1,17,1,1,1,1,56,27,9,36
4163002,46,22,11,42,46,22,10,56,40,19,11,36,100,48,16,67
4063001,31,15,10,28,30,14,10,27,31,15,7,28,92,44,15,59
4064178,13,6,3,12,11,5,3,26,9,4,3,8,68,33,10,39
4064167,14,7,4,13,13,6,3,27,8,4,2,7,70,34,9,36
4065028,2,1,1,2,2,1,1,17,1,1,1,1,56,27,9,36
6363021,20,10,5,18,67,32,5,29,17,8,3,25,171,82,14,55
6363006,35,17,7,31,73,35,6,41,30,14,5,32,184,88,16,67
6262179,3,1,1,3,84,41,8,27,4,2,1,22,178,86,18,53
6160003,25,12,10,23,128,61,14,63,27,13,10,24,196,94,24,88
6260002,37,18,7,34,109,53,17,67,40,19,8,55,211,101,21,82
6163034,16,8,3,14,92,44,8,42,14,7,3,13,162,78,17,67
6163036,16,8,3,14,92,44,8,21,14,7,3,13,162,78,17,46
6163038,14,7,2,14,93,45,8,21,12,6,2,13,164,79,17,46
6163028,14,7,2,13,93,45,8,43,12,6,2,11,164,79,17,69
6163030,13,6,2,13,94,45,8,43,11,5,2,11,163,79,17,69
6161029,30,14,8,27,113,54,12,49,32,15,8,29,190,91,22,75
6363031,21,10,5,19,70,34,5,32,18,9,3,28,174,84,14,58
6363032,21,10,5,19,70,34,5,32,18,9,3,28,174,84,14,58
6363036,20,10,5,18,67,32,5,29,17,8,3,25,171,82,14,55
6264002,33,16,8,30,71,34,9,46,30,14,6,42,146,70,19,61
6363002,29,14,10,26,47,23,12,43,29,14,8,45,196,94,18,76
6364050,26,12,5,22,66,32,5,31,21,10,3,22,175,84,14,57
6364049,24,12,5,21,63,30,5,31,20,9,3,22,173,83,14,57
6264006,19,9,4,17,74,36,6,33,15,7,3,29,161,77,15,58
6163015,28,14,4,26,85,41,7,43,26,12,4,39,150,72,17,64
6163047,14,7,2,13,93,45,8,43,12,6,2,11,164,79,17,69
6163066,28,14,5,26,85,41,6,43,26,12,3,39,150,72,16,64
6158002,73,35,13,66,145,70,18,100,74,36,13,68,244,117,21,115
6362022,16,8,2,15,71,34,16,51,18,9,2,35,193,93,18,65
6262154,3,1,1,2,84,41,8,27,4,2,1,22,178,86,18,53
6262152,3,1,1,2,84,41,8,27,4,2,1,22,178,86,18,53
7683090,34,16,3,31,37,18,3,34,35,17,3,32,239,115,20,66
7683091,21,10,4,19,25,12,4,23,23,11,4,21,226,109,21,55
6063027,33,16,5,30,119,57,11,64,31,15,5,28,156,75,20,66
8480003,151,73,2,134,158,76,17,141,150,72,2,134,252,121,28,169
6588026,94,45,10,86,97,47,22,89,92,44,10,84,355,171,35,143
6588027,84,40,13,76,87,42,12,79,81,39,13,74,344,165,39,134
5761004,51,25,14,45,148,71,35,106,49,24,12,45,197,95,30,107
4381756,8,4,3,7,5,3,2,5,5,2,1,2,21,10,6,18
6756008,77,37,9,45,125,60,17,52,75,36,9,44,323,155,28,88
6761062,5,2,1,5,53,25,8,12,3,2,1,3,261,125,20,48
6559001,56,27,19,41,105,51,16,48,55,27,18,39,260,125,38,83
6857001,88,42,10,49,136,66,17,56,87,42,9,47,334,161,29,91
6761035,4,2,1,4,53,25,8,23,3,1,1,2,260,125,20,58
6761046,4,2,1,4,53,25,8,23,3,1,1,2,260,125,20,58
6660042,29,14,3,15,77,37,11,23,27,13,3,14,274,132,22,58
6660045,29,14,3,15,77,37,11,23,27,13,3,14,274,132,22,58
6660014,29,14,3,15,77,37,11,23,27,13,3,14,274,132,22,58
6761030,5,2,1,4,53,25,8,22,3,2,1,3,261,125,20,57
6660026,29,14,3,15,77,37,10,23,27,13,3,14,274,132,22,58
6660046,30,14,3,16,78,38,11,23,28,14,3,15,273,131,22,59
6559002,61,29,19,45,106,51,19,52,60,29,18,43,254,122,38,87
6659025,61,29,4,33,109,52,16,40,59,28,4,32,307,147,23,76
8289186,7,3,1,6,3,1,1,3,4,2,1,3,95,46,10,34
8289187,6,3,1,6,3,1,1,3,5,2,1,5,93,45,10,36
8289188,5,2,2,5,2,1,1,2,4,2,1,4,92,44,10,35
8289185,7,3,1,7,4,2,1,4,3,1,1,3,94,45,10,34
9298030,86,41,8,67,89,43,9,55,87,42,10,53,70,34,6,42
7566021,19,9,5,55,107,52,20,66,20,10,5,18,376,181,44,112
7467031,4,2,1,40,86,41,16,50,3,1,1,2,367,176,40,95
7467028,3,1,1,40,87,42,16,50,2,1,1,2,365,176,40,95
7466081,2,1,0,39,88,43,17,51,1,0,1,1,364,175,41,96
7466093,2,1,0,39,88,43,17,51,1,0,1,1,364,175,41,96
7466082,0,0,1,0,89,43,17,21,1,0,1,1,363,174,40,66
7466085,2,1,1,39,90,43,17,53,2,1,1,2,364,175,40,98
7467021,3,1,1,40,86,41,16,50,2,1,1,2,365,176,40,95
7566027,16,8,7,51,102,49,22,64,17,8,7,14,373,179,46,110
7366018,12,6,1,49,101,49,17,63,13,6,1,12,350,168,40,108
7566024,16,8,7,53,102,49,22,66,17,8,7,16,373,179,46,112
7566013,22,10,8,58,108,52,23,71,23,11,8,20,379,182,47,116
7566015,17,8,7,53,103,50,22,66,18,9,7,16,374,180,46,112
7366016,22,11,10,58,109,52,26,57,23,11,11,21,347,167,38,102
7466023,7,3,2,30,95,46,18,19,8,4,2,7,365,176,41,64
7466007,1,1,0,39,88,42,17,50,0,0,1,0,364,175,41,96
7466015,1,1,0,39,88,42,17,51,0,0,1,0,364,175,41,96
7466009,1,0,0,39,88,42,17,51,0,0,1,0,363,175,41,96
7466012,0,0,0,38,88,43,17,51,1,0,1,0,363,174,40,96
7466030,0,0,0,38,88,43,17,51,1,0,1,0,363,174,40,96
7466051,0,0,0,38,89,43,17,51,1,0,1,0,363,174,40,96
7466056,0,0,0,0,89,43,17,21,1,0,1,1,363,174,40,66
7466048,0,0,1,0,89,43,17,21,1,0,1,1,363,174,40,66
7466036,8,4,3,46,97,47,18,59,9,4,3,8,364,175,42,104
7466037,9,4,3,46,98,47,18,58,10,5,3,9,366,176,42,103
7466014,0,0,0,38,88,43,17,51,1,0,1,0,363,174,40,96
7466095,1,1,0,39,88,42,17,51,0,0,1,0,364,175,41,96
7466067,10,5,3,47,98,47,18,58,10,5,3,10,366,176,42,103
7466068,10,5,3,47,98,47,18,58,10,5,3,9,366,176,42,103
7466069,10,5,3,47,98,47,18,58,10,5,3,9,366,176,42,103
7466079,11,5,3,48,100,48,18,60,12,6,3,11,368,177,42,105
7466047,7,3,2,31,95,46,18,20,8,4,2,7,365,176,41,65
7466074,7,3,2,31,95,46,18,20,8,4,2,7,365,176,41,65
7466075,8,4,2,45,96,46,18,58,9,4,2,8,365,175,41,103
7466076,8,4,3,46,97,47,18,59,9,4,3,8,364,175,42,104
7466078,8,4,3,45,96,46,18,58,9,4,3,8,365,175,42,103
7466092,8,4,3,46,97,47,18,59,9,4,3,8,364,175,42,104
7466019,9,4,3,46,97,47,18,59,10,5,3,9,364,175,42,104
7567004,25,12,8,61,109,52,24,74,26,12,8,24,382,184,47,119
7567001,32,15,8,61,102,49,24,74,33,16,8,24,389,187,47,119
7566017,22,11,5,57,110,53,20,68,23,11,5,20,379,182,44,114
7466086,4,2,1,42,92,44,17,54,5,2,1,4,367,176,40,99
7467039,5,3,1,41,84,41,16,51,4,2,1,4,368,177,39,97
7467040,5,2,1,41,84,40,16,51,4,2,1,4,367,177,39,96
7467036,4,2,1,41,84,41,16,51,4,2,1,3,367,176,39,96
7466005,1,1,0,39,88,42,17,50,0,0,1,0,364,175,41,96
7566002,21,10,5,57,110,53,20,68,22,11,5,20,378,182,44,114
7467035,5,2,1,41,85,41,16,51,4,2,1,4,368,177,40,96
7467054,4,2,1,40,85,41,16,50,3,1,1,3,366,176,40,95
7467033,5,2,1,42,84,41,16,52,4,2,1,4,368,177,40,97
7467004,3,2,1,40,86,41,16,50,3,1,1,2,366,176,40,95
7466038,0,0,0,38,88,43,17,51,1,0,1,0,363,174,40,96
7467065,21,10,8,57,95,46,23,64,22,10,8,20,378,182,47,109
7466028,3,1,1,40,87,42,16,50,2,1,1,2,365,176,40,95
7466029,2,1,0,39,88,43,17,51,1,0,1,0,364,175,41,96
7466024,2,1,0,39,88,43,17,51,1,0,1,1,364,175,41,96
7466022,0,0,0,0,88,43,17,21,1,0,1,1,363,174,40,66
7466004,1,1,0,39,88,42,17,50,0,0,1,0,364,175,41,96
7467003,8,4,2,44,81,39,15,51,7,3,1,6,370,178,39,96
7466062,1,1,1,39,90,43,17,53,2,1,1,2,364,175,40,98
7467005,6,3,1,42,85,41,16,53,6,3,1,5,369,177,40,98
7467067,4,2,1,40,86,41,16,50,3,1,1,3,366,176,40,95
7566003,18,9,7,54,104,50,22,67,19,9,7,17,375,180,46,112
7567005,32,15,10,67,102,49,26,80,33,16,10,30,389,187,50,125
7566011,31,15,7,66,114,55,23,78,32,15,7,29,387,186,46,123
7566019,28,14,7,63,114,55,23,76,29,14,7,26,386,185,46,121
7466052,0,0,0,38,89,43,17,51,1,0,1,1,363,174,40,97
7466032,10,5,3,47,99,47,18,60,11,5,3,10,365,176,42,105
7466102,9,4,3,46,98,47,18,57,10,5,3,9,366,176,42,103
7466103,10,5,3,47,98,47,18,58,11,5,3,10,365,176,42,103
7466061,1,1,1,0,90,43,17,21,2,1,1,1,364,175,40,66
7567006,32,15,8,61,102,49,24,74,33,16,8,24,389,187,47,119
7566030,18,9,7,54,104,50,22,67,19,9,7,17,375,180,46,112
7466011,0,0,0,38,88,43,17,51,1,0,1,0,363,174,40,96
7467063,6,3,1,42,84,40,16,52,5,2,1,5,369,177,39,97
7467048,2,1,1,39,87,42,16,49,1,1,1,1,365,175,40,95
7467012,3,1,1,22,86,42,16,11,2,1,1,2,365,176,40,56
7566018,27,13,8,62,114,55,24,75,28,13,8,25,384,185,47,120
7467026,6,3,1,42,85,41,16,53,6,3,1,5,369,177,40,98
7467050,6,3,1,42,85,41,15,52,5,3,1,5,369,177,39,97
7466100,9,4,3,31,98,47,18,19,10,5,3,7,366,176,42,65
7466020,8,4,3,45,96,46,18,58,9,4,3,8,365,175,42,103
7466109,7,3,2,44,95,46,18,57,8,4,2,7,365,176,41,102
7466027,7,3,2,44,95,46,18,57,8,4,2,7,365,176,41,102
7466040,1,1,1,0,90,43,17,21,2,1,1,1,364,175,40,66
7466112,0,0,0,0,89,43,17,21,1,0,1,1,363,174,40,66
7466064,0,0,1,0,89,43,17,21,1,0,1,1,363,174,40,66
7465002,18,9,3,54,107,51,18,67,19,9,3,17,361,173,42,113
7566022,19,9,5,55,107,52,20,66,20,10,5,18,376,181,44,112
7667005,41,20,11,75,103,49,27,86,42,20,11,38,398,191,50,131
7466055,9,4,3,46,98,47,18,59,10,5,3,9,363,174,42,104
7466039,9,4,3,46,98,47,18,59,10,5,3,9,363,174,42,104
7467056,4,2,1,40,86,41,16,50,3,1,1,2,366,176,40,95
7566014,30,14,5,65,115,55,21,76,31,15,5,28,386,186,44,121
7566035,24,12,8,60,111,53,24,73,25,12,8,22,381,183,47,118
7467034,8,4,2,43,80,39,15,50,8,4,2,7,371,178,39,95
7467002,8,4,2,43,80,39,15,50,8,4,2,7,371,178,39,95
7667007,45,22,12,79,107,51,27,90,46,22,12,42,402,193,51,135
5571148,4,2,1,4,15,7,3,15,7,3,1,7,25,12,6,23
5571283,3,1,1,3,11,5,2,11,1,0,1,1,19,9,5,17
5470012,24,11,8,21,17,8,9,15,20,10,9,18,29,14,7,27
5570187,24,11,8,21,18,9,9,15,21,10,9,18,30,14,7,27
5571128,12,6,3,11,9,4,1,8,6,3,1,5,22,11,5,20
5671113,5,2,2,4,15,7,3,14,6,3,1,5,23,11,5,21
5571276,6,3,1,5,18,9,3,17,9,4,2,8,27,13,6,24
5470022,23,11,5,21,17,8,5,14,18,9,2,17,25,12,3,23
7893003,42,20,5,38,48,23,7,44,44,21,7,40,103,49,14,75
6292022,54,26,9,48,57,27,10,52,56,27,9,52,279,134,29,87
6867003,11,5,4,10,23,11,7,21,21,10,4,19,235,113,18,56
6867002,9,4,1,8,33,16,7,27,27,13,4,25,244,117,17,54
4676025,51,24,10,48,46,22,8,44,48,23,8,43,140,67,19,90
4676026,53,25,10,48,49,23,8,44,50,24,8,43,142,68,19,90
6762020,6,3,1,5,44,21,7,25,7,3,1,6,251,121,19,61
5855009,52,25,3,47,217,104,32,114,54,26,2,49,286,137,27,111
5365006,32,15,4,29,32,15,4,28,28,13,4,25,101,49,10,47
8391209,8,4,3,15,9,4,2,8,2,1,1,2,59,28,10,31
8391236,9,4,3,15,10,5,2,9,2,1,1,1,61,29,10,31
6161032,26,13,10,24,122,59,14,58,28,13,10,25,197,95,24,83
7876005,24,11,8,22,44,21,9,40,53,25,12,48,362,174,33,88
7369008,31,15,6,28,70,33,17,63,69,33,17,75,368,177,34,101
7369009,31,15,6,28,70,33,17,63,69,33,17,75,368,177,34,101
6292023,54,26,9,49,57,27,10,52,56,27,9,51,279,134,29,87
8895032,15,7,5,14,12,6,2,11,2,1,1,2,108,52,14,40
8895042,15,7,5,14,12,6,2,11,2,1,1,2,107,52,14,39
8895030,15,7,5,14,12,6,2,11,2,1,1,2,107,52,14,39
9097282,24,12,2,21,14,7,1,12,17,8,1,15,107,52,8,59
6793180,7,3,1,6,11,5,2,10,2,1,1,2,292,140,19,59
6793179,7,3,1,6,11,5,2,10,2,1,2,2,292,140,19,59
6793221,6,3,1,6,9,4,2,8,0,0,1,0,291,140,19,58
6793245,7,3,1,6,11,5,2,8,2,1,1,0,292,140,19,58
6793198,6,3,1,6,9,4,2,8,0,0,1,0,291,140,19,58
6793230,7,4,1,7,9,4,2,8,1,1,2,1,292,141,19,59
6793154,7,4,1,7,9,4,2,8,1,1,2,1,292,141,19,59
6767239,10,5,2,9,11,5,2,10,8,4,2,7,222,107,15,47
6666025,12,6,4,10,12,6,4,11,14,7,4,13,223,107,16,46
6667272,1,1,2,1,2,1,3,2,2,1,1,2,211,102,17,37
6667326,1,1,2,1,2,1,4,2,2,1,1,2,211,102,17,37
6667263,2,1,2,2,3,1,4,2,2,1,1,1,211,101,17,37
6767238,9,4,2,8,10,5,2,9,9,4,2,8,220,106,16,46
5680282,3,2,1,3,9,4,2,8,6,3,2,6,211,102,34,71
5680281,3,2,1,3,9,4,2,8,6,3,2,6,211,102,34,71
5680280,3,2,1,2,9,4,2,8,6,3,2,5,211,102,34,70
5680279,3,1,1,2,9,4,2,8,6,3,2,5,212,102,34,70
6163014,19,9,3,18,104,50,8,52,18,9,3,16,153,73,17,66
7967001,152,73,39,134,134,64,25,115,106,51,20,96,524,252,52,160
7466113,13,6,3,50,101,49,18,63,14,7,3,12,366,176,42,108
7992014,12,6,4,11,17,8,6,15,10,5,6,9,82,39,12,43
8071030,46,22,7,41,126,60,17,82,107,51,30,97,447,215,38,111
6987134,4,2,1,3,4,2,1,3,2,1,1,1,289,139,28,91
5963030,35,17,12,32,121,58,15,64,33,16,12,30,156,75,17,66
4064008,9,4,3,8,8,4,2,23,4,2,1,4,64,31,9,35
5671051,4,2,2,4,11,5,2,10,2,1,1,2,17,8,4,15
5671052,5,2,2,4,11,5,2,11,3,1,1,3,18,8,4,16
9999089,17,8,4,11,8,4,2,7,3,1,2,2,50,24,6,30
9999161,17,8,4,11,8,4,2,7,2,1,2,2,50,24,6,30
9999102,17,8,4,10,7,4,2,6,2,1,2,1,49,24,6,29
9999164,17,8,4,10,7,4,2,6,2,1,2,1,49,24,6,29
9999131,19,9,4,11,10,5,3,9,4,2,2,4,52,25,7,31
9999121,19,9,4,11,10,5,3,9,4,2,2,4,52,25,7,31
6062031,2,1,1,2,109,52,10,46,3,2,1,3,173,83,20,72
4167122,15,7,4,9,18,9,3,14,3,1,1,31,17,8,3,14
8086009,12,6,4,11,12,6,3,11,10,5,4,9,145,70,14,39
8086008,13,6,4,12,13,6,3,12,11,5,4,10,143,69,14,40
9397038,42,20,6,53,45,22,7,41,43,20,8,39,77,37,11,51
6767257,1,0,0,1,0,0,1,0,1,0,1,1,212,102,17,37
6667195,1,0,0,1,2,1,3,2,1,0,1,1,211,101,17,37
6667196,1,0,0,1,0,0,3,1,1,0,1,0,212,102,17,37
6667197,1,0,0,1,0,0,3,1,1,0,1,0,212,102,17,37
6667152,1,0,2,1,0,0,1,0,1,0,1,1,212,102,18,37
6667323,1,0,2,1,0,0,1,0,1,0,1,1,212,102,18,37
6667285,7,3,3,7,7,3,5,6,4,2,4,4,208,100,16,34
6667305,1,0,2,1,0,0,1,0,1,0,3,1,212,102,18,37
6667327,3,2,3,4,4,2,5,4,1,0,3,1,209,100,15,36
6667283,3,2,3,4,4,2,5,4,1,0,3,1,209,100,15,36
7265004,11,6,2,10,127,61,25,43,41,20,9,34,336,161,41,88
5089047,4,2,1,4,83,40,9,25,4,2,1,4,8,4,2,7
4988037,13,6,2,12,85,41,9,27,13,6,2,12,10,5,4,9
4688001,138,66,10,85,136,65,9,83,139,67,10,83,80,39,18,73
4989036,3,1,3,3,80,38,9,26,3,1,3,3,8,4,4,7
4989038,5,2,2,4,79,38,8,27,5,2,2,4,10,5,4,9
4989039,5,2,2,4,79,38,8,27,5,2,2,4,10,5,4,9
4989040,5,2,2,4,79,38,8,27,5,2,2,4,10,5,4,9
4989012,5,2,2,4,79,38,8,27,5,2,2,4,10,5,4,9
5190003,52,25,7,42,82,39,17,66,52,25,7,42,56,27,8,45
4989034,3,1,3,3,80,38,9,26,3,1,3,3,8,4,4,7
5089014,4,2,1,4,83,40,9,25,4,2,1,4,8,4,2,7
7680031,60,29,3,18,23,11,4,21,14,7,3,12,245,118,19,49
7680079,62,30,3,20,25,12,4,23,16,8,3,14,247,119,19,51
7380006,16,8,2,14,90,43,21,52,69,33,13,75,305,147,32,85
7065015,35,17,7,55,76,37,18,49,32,16,15,29,288,138,34,83
9198005,40,19,7,36,31,15,6,28,48,23,10,61,93,45,11,56
9297022,75,36,9,66,35,17,3,31,45,22,6,50,79,38,7,47
7973003,41,20,19,36,72,35,10,63,110,53,16,96,393,189,32,106
7466008,4,2,1,41,89,43,17,51,3,2,1,3,367,176,40,96
7680022,3,2,1,3,54,26,4,5,8,4,2,7,275,132,19,36
7680034,3,2,2,3,54,26,5,4,8,4,3,7,275,132,20,36
7680025,2,1,6,2,54,26,4,8,7,4,7,7,275,132,19,40
7680078,6,3,6,5,58,28,3,8,11,5,7,10,279,134,18,40
3864021,34,16,14,31,35,17,14,32,36,18,14,33,91,44,18,66
4381157,3,2,3,3,3,1,1,3,1,0,1,15,17,8,3,15
4381139,2,1,3,2,4,2,1,3,4,2,1,18,17,8,3,15
4381138,2,1,0,2,4,2,1,3,4,2,1,18,17,8,3,15
7383101,10,5,2,9,59,29,6,37,11,5,2,26,270,130,24,68
6464008,18,9,6,17,51,24,6,45,15,7,3,33,191,92,15,67
9701043,4,2,4,4,12,6,3,15,2,1,1,2,50,24,5,29
9700235,26,13,5,23,24,12,6,30,8,4,2,7,24,12,3,22
9700237,27,13,5,24,25,12,6,31,9,4,2,8,27,13,3,22
9700238,27,13,5,24,25,12,6,31,9,4,2,8,27,13,3,22
9801086,5,2,4,5,13,6,3,15,2,1,1,2,51,24,4,29
9801087,6,3,4,6,13,6,3,14,4,2,1,4,47,22,4,28
9801090,5,2,4,5,13,6,3,15,2,1,1,2,51,24,4,29
9801089,6,3,4,6,13,6,3,14,4,2,1,4,47,22,4,28
4382040,9,5,4,8,6,3,2,4,5,2,3,4,22,10,3,17
4382104,25,12,6,22,21,10,4,19,20,10,5,18,37,18,5,31
4382029,9,4,6,8,5,2,4,5,5,2,5,4,21,10,4,18
4380004,19,9,6,17,21,10,6,19,18,9,4,31,32,15,7,29
4481016,32,15,6,26,31,15,5,25,23,11,4,21,45,22,7,31
4381465,14,7,4,13,16,8,4,14,8,4,3,8,30,14,6,24
4381742,15,7,3,13,16,8,4,15,10,5,2,9,30,15,6,25
7986086,12,6,4,11,12,6,3,10,10,5,4,9,148,71,15,38
5681223,10,5,2,9,14,7,3,13,5,2,2,5,225,108,35,72
5681100,10,5,3,9,15,7,4,14,3,1,2,3,223,107,35,73
5681099,10,5,2,9,15,7,3,14,3,1,1,3,223,107,35,73
5681098,10,5,2,9,14,7,3,14,5,2,2,3,225,108,35,73
7271022,15,7,3,14,64,31,12,42,63,30,12,80,351,169,29,74
9701049,10,5,5,10,15,7,4,16,6,3,1,7,43,21,5,31
